# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
245,EPIC 203099398,2MASS J16151515-2715418,EPIC 203099398.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h15m15.13s,243.813044,-27d15m42.0s,-27.261664,1.83893490,2456896.018000,0.017700,0.0595833,0.1700,,,0.01201,0.837,0.075,,,,3930.00,,,,0.58,
246,EPIC 203294831,2MASS J15593100-2636154,EPIC 203294831.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,15h59m31.01s,239.879210,-26d36m15.7s,-26.604367,1.85872487,2456897.387822,4.143000,3.2130000,,,,,,,,,,,,,,,
250,EPIC 203518244,2MASS J16163910-2552121,EPIC 203518244.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h16m39.10s,244.162914,-25d52m12.2s,-25.870046,0.84112570,2456894.581000,0.015000,0.1216667,0.3500,,,0.01098,0.884,0.079,,,,4289.00,,,,0.66,
251,EPIC 203533312,2MASS J16154928-2549065,EPIC 203533312.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,2,1,16h15m49.29s,243.955378,-25d49m06.5s,-25.818471,0.17566000,2456933.986490,,,,76.600,1.700000,0.02480,3.110,0.277,,,,6620.00,4.19,0.090,[Fe/H],1.15,
252,EPIC 203560204,2MASS J16024448-2543323,EPIC 203560204.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h02m44.48s,240.685350,-25d43m32.3s,-25.725641,29.33873041,2456924.706267,1.277000,5.0830000,,,,,,,,,,,,,,,
254,EPIC 203623230,2MASS J16485336-2530284,EPIC 203623230.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h48m53.36s,252.222342,-25d30m28.6s,-25.507932,2.54427583,2456897.208968,0.012000,2.1460000,,,,,,,,,,,,,,,
257,EPIC 203753577,2MASS J16512684-2503124,EPIC 203753577.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h51m26.84s,252.861840,-25d03m12.3s,-25.053403,3.40077580,2456895.094000,0.331000,0.0954167,0.9400,,,0.06863,5.570,0.497,,,,5520.00,,,,0.89,
258,EPIC 203771098,2MASS J16101770-2459251,EPIC 203771098.01,K2-24 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h10m17.69s,242.573719,-24d59m25.2s,-24.990331,42.36301000,2456915.625160,,0.2707500,,,,5.91300,9.800,0.870,,,,5717.00,4.16,,,1.51,
260,EPIC 203771098,2MASS J16101770-2459251,EPIC 203771098.02,K2-24 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h10m17.69s,242.573719,-24d59m25.2s,-24.990331,20.88526000,2456905.794380,,0.2290800,,,,4.26400,7.070,0.631,,,,5717.00,4.16,,,1.51,
263,EPIC 203776696,2MASS J16262672-2458119,EPIC 203776696.01,K2-52 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h26m26.74s,246.611416,-24d58m11.8s,-24.969948,3.53482000,2456896.028000,,0.2218800,,,,6.81000,11.100,0.990,,,,6113.00,4.14,,,1.49,
266,EPIC 203826436,2MASS J16134824-2447132,EPIC 203826436.02,K2-37 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h13m48.24s,243.451011,-24d47m13.4s,-24.787062,14.09190000,2456907.231400,,0.1104000,,,,2.71000,2.590,0.231,,,,5512.00,4.51,,,0.87,
268,EPIC 203826436,2MASS J16134824-2447132,EPIC 203826436.03,K2-37 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h13m48.24s,243.451011,-24d47m13.4s,-24.787062,4.44118000,2456893.700300,,0.0958000,,,,1.74000,1.660,0.148,,,,5512.00,4.51,,,0.87,
271,EPIC 203826436,2MASS J16134824-2447132,EPIC 203826436.01,K2-37 c,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,1,16h13m48.24s,243.451011,-24d47m13.4s,-24.787062,6.43032491,2456898.852285,0.085000,3.0380000,,,,,,,,,,,,,,,
273,EPIC 203867512,2MASS J16525935-2437344,EPIC 203867512.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h52m59.36s,253.247321,-24d37m34.5s,-24.626258,28.46563300,2456918.548000,3.090000,0.3179167,0.4900,,,0.16420,18.400,1.642,,,,5700.00,,,,0.96,
274,EPIC 203929178,2MASS J16494146-2422255,EPIC 203929178.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h49m41.45s,252.422716,-24d22m25.7s,-24.373808,1.15388600,2456893.581200,,0.1154000,,,,53.00000,99.000,8.800,,,,6841.00,4.09,,,1.80,
275,EPIC 203942067,2MASS J16151787-2419092,EPIC 203942067.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h15m17.87s,243.824471,-24d19m09.2s,-24.319228,1.63989340,2456895.547000,14.600000,0.1691667,0.7700,,,0.43920,33.000,2.944,,,,5175.00,,,,0.79,
277,EPIC 204057095,2MASS J16110075-2350252,EPIC 204057095.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h11m00.76s,242.753167,-23d50m25.3s,-23.840353,23.21058500,2456913.627000,0.419000,0.0854167,0.8600,,,0.06981,5.700,0.509,,,,5244.00,,,,0.81,
280,EPIC 204129699,2MASS J16214578-2332520,EPIC 204129699.01,K2-31 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,1,16h21m45.78s,245.440751,-23d32m52.3s,-23.547865,1.25783320,2456896.115851,0.716000,0.9310000,,,,,,,,,,,,,,,
281,EPIC 204221263,2MASS J16000805-2311213,EPIC 204221263.01,K2-38 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h00m08.06s,240.033579,-23d11m21.4s,-23.189288,10.56098000,2456900.474600,,0.0992000,,,,1.95000,2.410,0.215,,,,5758.00,4.36,,,1.12,
282,EPIC 204221263,2MASS J16000805-2311213,EPIC 204221263.02,K2-38 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h00m08.06s,240.033579,-23d11m21.4s,-23.189288,4.01628000,2456896.875300,,0.1142000,,,,1.32900,1.640,0.146,,,,5758.00,4.36,,,1.12,
283,EPIC 204312847,2MASS J16413929-2249423,EPIC 204312847.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h41m39.29s,250.413702,-22d49m42.4s,-22.828453,24.19361300,2456906.330000,10.600000,0.3141667,0.8100,,,0.37780,30.700,2.739,,,,5457.00,,,,0.87,
284,EPIC 204346718,2MASS J16211681-2241366,EPIC 204346718.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h21m16.81s,245.320059,-22d41m36.7s,-22.693525,0.64292573,2456896.425445,2.460000,5.9770000,,,,,,,,,,,,,,,
285,EPIC 204489514,2MASS J16030161-2207523,EPIC 204489514.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h03m01.62s,240.756735,-22d07m52.4s,-22.131222,10.22360000,2456893.641500,,0.4333000,,,,61.00000,132.000,11.800,,,,6960.00,4.05,,,2.04,
286,EPIC 204576757,2MASS J16283782-2146031,EPIC 204576757.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h28m37.83s,247.157608,-21d46m03.0s,-21.767505,23.27766900,2456898.089000,19.800000,0.1979167,0.6400,,,0.45690,32.800,2.926,,,,4379.00,,,,0.68,
287,EPIC 204649811,2MASS J16191697-2127360,EPIC 204649811.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h19m16.97s,244.820688,-21d27m36.1s,-21.460025,2.64594828,2456897.498451,1.124000,2.6880000,,,,,,,,,,,,,,,
289,EPIC 204658292,2MASS J16144964-2125250,EPIC 204658292.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h14m49.65s,243.706874,-21d25m25.1s,-21.423630,20.98296043,2456911.584929,0.338000,2.9610000,,,,,,,,,,,,,,,
290,EPIC 204676499,2MASS J16231534-2120458,EPIC 204676499.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h23m15.34s,245.813907,-21d20m45.9s,-21.346094,1.52717920,2456897.468829,0.192000,2.2980000,,,,,,,,,,,,,,,
291,EPIC 204750116,2MASS J15551673-2101367,EPIC 204750116.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,15h55m16.73s,238.819727,-21d01m36.6s,-21.026837,23.44650100,2456898.838000,0.080800,0.2412500,0.2700,,,0.02578,2.710,0.242,,,,5484.00,,,,0.87,
292,EPIC 204763194,2MASS J15594603-2058117,EPIC 204763194.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,15h59m46.05s,239.941862,-20d58m11.7s,-20.969925,2.32046168,2456898.023498,0.538000,2.6560000,,,,,,,,,,,,,,,
294,EPIC 204884005,2MASS J16371956-2025421,EPIC 204884005.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h37m19.55s,249.331459,-20d25m42.2s,-20.428377,46.40651000,2456924.032000,0.176000,0.1895833,0.3700,,,0.03779,3.350,0.299,,,,4812.00,,,,0.73,
295,EPIC 204888276,2MASS J15595944-2024324,EPIC 204888276.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,15h59m59.44s,239.997679,-20d24m32.5s,-20.409026,16.56315500,2456900.532000,0.101000,0.1837500,0.2100,,,0.02876,1.660,0.148,,,,3669.00,,,,0.48,
296,EPIC 204890128,2MASS J16163403-2024019,EPIC 204890128.01,K2-53 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,1,16h16m34.03s,244.141811,-20d24m01.9s,-20.400533,12.20911650,2456896.382329,0.092000,3.8070000,,,,,,,,,,,,,,,
299,EPIC 204914585,2MASS J16081391-2017182,EPIC 204914585.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h08m13.91s,242.057956,-20d17m18.2s,-20.288393,18.35777300,2456895.192000,0.045200,0.2137500,0.3800,,,0.01924,1.740,0.155,,,,4937.00,,,,0.75,
301,EPIC 205029914,,EPIC 205029914.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h36m06.07s,249.025271,-19d44m40.7s,-19.744626,4.98049071,2456899.718676,0.041000,4.0870000,,,,,,,,,,,,,,,
303,EPIC 205040048,2MASS J16084044-1941450,EPIC 205040048.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h08m40.44s,242.168495,-19d41m45.0s,-19.695844,3.30551910,2456894.546000,0.111000,0.0475000,0.7900,,,0.03401,1.270,0.113,,,,3430.00,,,,0.35,
304,EPIC 205047565,2MASS J16401048-1939330,EPIC 205047565.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h40m10.49s,250.043704,-19d39m33.0s,-19.659177,14.54444130,2456906.636582,0.268000,2.7830000,,,,,,,,,,,,,,,
305,EPIC 205050711,2MASS J16503926-1938380,EPIC 205050711.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h50m39.27s,252.663617,-19d38m38.2s,-19.643932,4.30221683,2456899.260955,2.613000,7.5360000,,,,,,,,,,,,,,,
308,EPIC 205064326,2MASS J16473321-1934455,EPIC 205064326.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h47m33.22s,251.888433,-19d34m45.5s,-19.579313,8.02678456,2456896.656177,0.472000,4.2030000,,,,,,,,,,,,,,,
310,EPIC 205071984,2MASS J16494226-1932340,EPIC 205071984.02,K2-32 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h49m42.26s,252.426083,-19d32m34.2s,-19.542821,31.71540000,2456903.790100,,0.2108000,,,,3.71000,3.770,0.336,,,,5428.00,4.45,,,0.92,
311,EPIC 205071984,2MASS J16494226-1932340,EPIC 205071984.01,K2-32 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,1,16h49m42.26s,252.426083,-19d32m34.2s,-19.542821,8.99002105,2456900.937074,0.344000,2.7570000,,,,,,,,,,,,,,,
313,EPIC 205071984,2MASS J16494226-1932340,EPIC 205071984.03,K2-32 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,1,16h49m42.26s,252.426083,-19d32m34.2s,-19.542821,20.66020000,2456961.406700,,0.1879000,,,,3.26000,3.320,0.296,,,,5428.00,4.45,,,0.92,
316,EPIC 205084841,2MASS J16333581-1928452,EPIC 205084841.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h33m35.83s,248.399280,-19d28m45.1s,-19.479185,11.31009000,2456893.859200,,0.1781700,,,,11.90000,130.000,11.600,,,,4793.00,2.37,,,10.00,
317,EPIC 205111664,2MASS J16144322-1920477,EPIC 205111664.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h14m43.23s,243.680112,-19d20m47.8s,-19.346616,15.93737800,2456906.431000,0.057600,0.1354167,0.2700,,,0.02135,1.840,0.164,,,,4574.00,,,,0.70,
318,EPIC 205117205,2MASS J16101473-1919095,EPIC 205117205.01,K2-33 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CONFIRMED,,2,1,16h10m14.74s,242.561406,-19d19m09.4s,-19.319273,5.42520610,2456898.690000,0.263000,0.1779167,0.4600,,,0.04747,0.868,0.077,,,,2890.00,,,,0.16,
319,EPIC 205145448,2MASS J16334767-1910399,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h33m47.67s,248.448634,-19d10m40.0s,-19.177790,16.63091654,2456902.267489,4.087000,2.2550000,,,,,,,,,,,,,,,
324,EPIC 205148699,2MASS J16523851-1909418,EPIC 205148699.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h52m38.52s,253.160483,-19d09m41.9s,-19.161650,4.37983009,2456896.498220,3.430000,4.7040000,,,,,,,,,,,,,,,
325,EPIC 205152172,2MASS J16204320-1908388,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.97988263,2456896.576380,0.042000,1.4270000,,,,,,,,,,,,,,,
328,EPIC 205242733,2MASS J16273118-1840306,EPIC 205242733.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h27m31.18s,246.879897,-18d40m30.6s,-18.675165,2.41650660,2456896.717000,0.056000,0.1000000,0.3900,,,0.02173,0.988,0.088,,,,3483.00,,,,0.38,
329,EPIC 205252523,2MASS J16281044-1837261,EPIC 205252523.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h28m10.43s,247.043440,-18d37m26.1s,-18.623918,4.49843540,2456897.605000,0.185000,0.0700000,0.6500,,,0.04131,3.120,0.278,,,,4309.00,,,,0.66,
330,EPIC 205463986,2MASS J16060663-1725022,EPIC 205463986.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h06m06.63s,241.527636,-17d25m02.5s,-17.417355,2.32404890,2456895.914000,15.400000,0.1683333,0.7900,,,0.46990,33.400,2.980,,,,5107.00,,,,0.78,
331,EPIC 205489894,2MASS J16295382-1714500,EPIC 205489894.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,2,1,16h29m53.84s,247.474335,-17d14m50.0s,-17.247229,14.65819600,2456907.075000,0.106000,0.0662500,0.5500,,,0.03059,1.600,0.143,,,,3610.00,,,,0.45,
332,EPIC 205570849,2MASS J16192722-1641208,EPIC 205570849.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h19m27.22s,244.863427,-16d41m21.0s,-16.689158,16.85800000,2456894.672300,,0.0858000,,,,4.70000,5.600,0.500,,,,5957.00,4.35,,,1.07,
333,EPIC 205686202,2MASS J16263433-1547326,EPIC 205686202.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h26m34.33s,246.643039,-15d47m32.6s,-15.792386,13.15628000,2456897.147100,,0.1635800,,,,7.82000,3.200,0.290,,,,3809.00,4.89,,,0.38,
335,EPIC 205703094,2MASS J16292134-1538482,EPIC 205703094.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h29m21.34s,247.338930,-15d38m48.3s,-15.646748,8.11910000,2456895.816900,,0.1210000,,,,45.00000,57.000,5.100,,,,6040.00,4.32,,,1.20,
336,EPIC 205703094,2MASS J16292134-1538482,EPIC 205703094.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h29m21.34s,247.338930,-15d38m48.3s,-15.646748,16.23500000,2456899.889000,,0.2460000,,,,8.60000,11.000,1.000,,,,6040.00,4.32,,,1.20,
338,EPIC 205904628,2MASS J22261818-1800399,EPIC 205904628.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,,,,,9.97540300,2456979.941000,0.027500,0.1362500,0.0900,,,0.01516,2.130,0.190,,,,6063.00,,,,1.18,
339,EPIC 205916793,2MASS J22321299-1732384,EPIC 205916793.01,K2-54 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h32m13.00s,338.054185,-17d32m38.4s,-17.543994,9.78430000,2456982.936000,,0.1150000,,,,2.72000,1.150,0.103,,,,3798.00,4.89,,,0.38,
342,EPIC 205924614,2MASS J22150046-1715025,EPIC 205924614.01,K2-55 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h15m00.46s,333.751927,-17d15m02.5s,-17.250707,2.84947127,2456983.419498,0.372000,2.0930000,,,,,,,,,,,,,,,
345,EPIC 205944181,2MASS J22154198-1633487,EPIC 205944181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h15m41.98s,333.924909,-16d33m48.7s,-16.563539,2.47552700,2456981.816700,,0.0208000,,,,38.00000,42.000,3.700,,,,5962.00,4.40,,,1.06,
346,EPIC 205947161,2MASS J22435033-1627449,EPIC 205947161.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h43m50.33s,340.959693,-16d27m44.8s,-16.462458,17.72507000,2456989.196300,,0.0651300,,,,31.00000,45.000,4.000,,,,6189.00,4.15,,,1.33,
348,EPIC 205947214,2MASS J22182800-1627392,EPIC 205947214.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h18m27.99s,334.616630,-16d27m39.3s,-16.460911,54.16983200,2456983.710000,13.600000,0.1762500,0.7400,,,0.40520,22.000,1.963,,,,3836.00,,,,0.55,
349,EPIC 205950854,2MASS J22122638-1620301,EPIC 205950854.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h12m26.37s,333.109888,-16d20m30.3s,-16.341755,15.85412000,2456990.887000,0.059800,0.1616667,0.1700,,,0.02208,2.340,0.209,,,,5495.00,,,,0.88,
350,EPIC 205957328,2MASS J22393657-1607471,EPIC 205957328.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h39m36.59s,339.902444,-16d07m47.2s,-16.129775,14.35334700,2456981.588000,0.064800,0.1354167,0.5500,,,0.02383,2.190,0.195,,,,5162.00,,,,0.79,
351,EPIC 205976958,2MASS J22371431-1530508,EPIC 205976958.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h37m14.32s,339.309679,-15d30m50.9s,-15.514149,2.31814660,2456980.703000,0.157000,0.0787500,0.4900,,,0.03644,2.900,0.259,,,,4343.00,,,,0.67,
