# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
2952,3328080,K03075.01,,CANDIDATE,CANDIDATE,4.765591350,2.8480000e-05,-2.8480000e-05,0,,,MCMC,0.93,3.500e-01,-2.000e-01,88.81,,,1168.0,,,439.42,505.52,-202.37,1,5702.00,192.00,-161.00,4.258,0.221,-0.240,1.1250,0.4190,-0.2500,287.205870,38.498055
2955,6021275,K00284.03,Kepler-132 b,CONFIRMED,CANDIDATE,6.178282550,3.8800000e-05,-3.8800000e-05,0,,,MCMC,1.04,1.900e-01,-1.100e-01,87.66,,,1055.0,,,292.35,145.49,-79.03,3,5921.00,114.00,-117.00,4.363,0.105,-0.138,1.0450,0.1860,-0.1160,283.235810,41.343040
2957,11905011,K00297.01,Kepler-514 b,CONFIRMED,CANDIDATE,5.651796050,1.0870000e-05,-1.0870000e-05,0,,,MCMC,1.49,9.500e-01,-2.600e-01,89.95,,,1233.0,,,546.32,1066.00,-213.33,1,6292.00,146.00,-185.00,4.275,0.133,-0.333,1.2670,0.8120,-0.2170,286.247190,50.242409
2958,12785320,K00298.01,Kepler-515 b,CONFIRMED,CANDIDATE,19.963713180,5.6590000e-05,-5.6590000e-05,0,,,MCMC,1.75,0.000e+00,0.000e+00,88.24,,,671.0,,,47.97,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,290.494260,52.055519
2959,12785320,K00298.02,,CANDIDATE,CANDIDATE,57.383966800,2.9010000e-04,-2.9010000e-04,0,,,MCMC,1.68,0.000e+00,0.000e+00,89.38,,,472.0,,,11.73,0.00,0.00,2,5780.00,,,4.438,,,1.0000,,,290.494260,52.055519
2960,2692377,K00299.01,Kepler-98 b,CONFIRMED,CANDIDATE,1.541676628,1.2040000e-06,-1.2040000e-06,0,,,MCMC,1.82,2.400e-01,-7.000e-02,74.48,,,1437.0,,,1007.55,379.72,-146.54,1,5580.00,101.00,-109.00,4.538,0.017,-0.112,0.8860,0.1170,-0.0340,285.661650,37.964500
2963,11568987,K00354.01,Kepler-534 b,CONFIRMED,CANDIDATE,15.959945130,2.2160000e-05,-2.2160000e-05,0,,,MCMC,2.24,3.400e-01,-1.000e-01,89.95,,,721.0,,,63.95,26.96,-10.79,1,5936.00,102.00,-131.00,4.501,0.022,-0.127,0.9650,0.1470,-0.0450,296.418550,49.540100
2964,11568987,K00354.02,,CANDIDATE,CANDIDATE,7.378622830,3.8880000e-05,-3.8880000e-05,0,,,MCMC,1.06,1.700e-01,-5.000e-02,88.24,,,932.0,,,178.68,75.31,-30.15,2,5936.00,102.00,-131.00,4.501,0.022,-0.127,0.9650,0.1470,-0.0450,296.418550,49.540100
2965,11621223,K00355.01,Kepler-535 b,CONFIRMED,CANDIDATE,4.903321551,4.5450000e-06,-4.5450000e-06,0,,,MCMC,2.05,3.400e-01,-1.400e-01,89.38,,,1169.0,,,441.70,182.00,-100.36,1,6173.00,61.00,-173.00,4.429,0.032,-0.133,1.1080,0.1830,-0.0770,296.566620,49.696251
2966,11624249,K00356.01,Kepler-536 b,CONFIRMED,CANDIDATE,1.827082299,4.4400000e-07,-4.4400000e-07,0,,,MCMC,6.18,4.630e+00,-3.630e+00,89.38,,,1876.0,,,2925.17,7201.86,-2478.72,1,5311.00,166.00,-147.00,3.864,0.712,-0.388,1.7690,1.3260,-1.0380,297.736390,49.637150
2969,3852655,K03002.01,Kepler-1406 b,CONFIRMED,CANDIDATE,11.629058280,6.9040000e-05,-6.9040000e-05,0,,,MCMC,1.06,3.800e-01,-1.500e-01,89.38,,,887.0,,,146.47,151.78,-51.63,1,6060.00,152.00,-174.00,4.344,0.123,-0.243,1.0950,0.3920,-0.1610,292.081850,38.915031
2971,5088536,K00282.01,Kepler-130 c,CONFIRMED,CANDIDATE,27.508675190,2.0530000e-05,-2.0530000e-05,0,,,MCMC,2.85,8.000e-02,-9.000e-02,89.95,,,660.0,,,44.75,5.12,-4.69,1,5884.00,75.00,-75.00,4.305,0.019,-0.019,1.1270,0.0330,-0.0330,288.450650,40.245327
2972,6103377,K03004.01,Kepler-1407 b,CONFIRMED,CANDIDATE,20.071150400,5.4530000e-04,-5.4530000e-04,0,,,MCMC,2.16,1.180e+00,-2.700e-01,89.38,,,736.0,,,69.25,114.38,-23.84,1,6086.00,163.00,-232.00,4.380,0.082,-0.318,1.1220,0.6110,-0.1400,283.942440,41.471600
2973,7106173,K03083.01,,CANDIDATE,CANDIDATE,10.183162720,8.2230000e-05,-8.2230000e-05,0,,,MCMC,0.68,2.900e-01,-5.000e-02,89.38,,,833.0,,,113.74,136.42,-29.15,1,5942.00,151.00,-169.00,4.506,0.038,-0.297,0.9380,0.3850,-0.0810,287.978850,42.679359
2974,7106173,K03083.02,,CANDIDATE,CANDIDATE,6.232191910,5.7970000e-05,-5.7970000e-05,0,,,MCMC,0.59,2.400e-01,-5.000e-02,87.66,,,981.0,,,218.67,262.28,-56.03,,5942.00,151.00,-169.00,4.506,0.038,-0.297,0.9380,0.3850,-0.0810,287.978850,42.679359
2975,7106173,K03083.03,,CANDIDATE,CANDIDATE,8.294247900,1.6110000e-04,-1.6110000e-04,0,,,MCMC,0.54,2.300e-01,-4.000e-02,88.81,,,892.0,,,149.61,179.46,-38.33,,5942.00,151.00,-169.00,4.506,0.038,-0.297,0.9380,0.3850,-0.0810,287.978850,42.679359
2978,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE,25.752600280,6.3900000e-05,-6.3900000e-05,0,,,MCMC,2.90,1.050e+00,-3.000e-01,88.81,,,539.0,,,20.00,22.46,-5.48,2,5229.00,178.00,-137.00,4.470,0.085,-0.269,0.8770,0.3180,-0.0890,294.667970,43.853260
2979,8162789,K00521.01,,CANDIDATE,CANDIDATE,10.161032261,9.3060000e-06,-9.3060000e-06,0,,,MCMC,4.42,1.780e+00,-5.600e-01,88.81,,,904.0,,,157.97,190.10,-54.00,1,6032.00,177.00,-216.00,4.387,0.092,-0.268,1.0600,0.4250,-0.1350,290.735170,44.091320
2980,8265218,K00522.01,,CANDIDATE,CANDIDATE,12.829936260,1.5680000e-05,-1.5680000e-05,0,,,MCMC,3.49,1.240e+00,-2.700e-01,88.24,,,733.0,,,68.31,71.69,-15.88,1,5864.00,158.00,-154.00,4.556,0.029,-0.256,0.8420,0.3010,-0.0640,301.147890,44.104542
2981,8806123,K00523.01,Kepler-177 c,CONFIRMED,CANDIDATE,49.411175820,6.3120000e-05,-6.3120000e-05,0,,,MCMC,7.48,3.910e+00,-7.600e-01,88.81,,,545.0,,,20.87,32.54,-6.15,1,6220.00,156.00,-207.00,4.414,0.061,-0.319,1.0660,0.5570,-0.1080,286.047120,45.053211
2982,8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE,36.856800800,1.6230000e-04,-1.6230000e-04,0,,,MCMC,3.62,1.890e+00,-3.700e-01,86.52,,,601.0,,,30.83,48.08,-9.08,2,6220.00,156.00,-207.00,4.414,0.061,-0.319,1.0660,0.5570,-0.1080,286.047120,45.053211
2983,8355239,K00574.02,Kepler-189 b,CONFIRMED,CANDIDATE,10.399901940,4.9840000e-05,-4.9840000e-05,0,,,MCMC,1.33,2.900e-01,-1.000e-01,89.95,,,677.0,,,49.66,34.10,-11.38,2,5228.00,175.00,-137.00,4.600,0.028,-0.132,0.7550,0.1630,-0.0560,287.564730,44.305000
2985,8367113,K00575.01,Kepler-606 b,CONFIRMED,CANDIDATE,24.315759920,7.9980000e-05,-7.9980000e-05,0,,,MCMC,2.78,1.390e+00,-2.500e-01,88.81,,,679.0,,,50.35,74.29,-13.91,1,6241.00,158.00,-206.00,4.450,0.045,-0.320,1.0310,0.5120,-0.0930,292.427400,44.381271
2987,8558011,K00577.01,,CANDIDATE,CANDIDATE,39.676961700,2.5150000e-04,-2.5150000e-04,0,,,MCMC,2.98,2.260e+00,-3.600e-01,87.66,,,473.0,,,11.85,31.27,-3.79,1,5244.00,215.00,-169.00,4.449,0.104,-0.472,0.8880,0.6750,-0.1060,291.057220,44.632381
2988,9115800,K00421.01,Kepler-548 b,CONFIRMED,CANDIDATE,4.454194338,3.8300000e-07,-3.8300000e-07,0,,,MCMC,12.21,7.190e+00,-1.600e+00,88.24,,,1016.0,,,252.22,473.59,-82.00,1,5359.00,178.00,-148.00,4.425,0.118,-0.377,0.9150,0.5390,-0.1200,299.905910,45.439678
2989,9214713,K00422.01,,CANDIDATE,CANDIDATE,809.013179000,1.0020000e-03,-1.0020000e-03,0,,,MCMC,14.60,6.000e+00,-1.700e+00,89.95,,,216.0,,,0.51,0.62,-0.16,,6230.00,165.00,-203.00,4.397,0.081,-0.276,1.0470,0.4300,-0.1220,290.389830,45.665329
2990,9478990,K00423.01,Kepler-39 b,CONFIRMED,CANDIDATE,21.087194220,6.0610000e-06,-6.0610000e-06,0,,,MCMC,14.77,3.030e+00,-2.960e+00,89.95,,,873.0,,,137.06,78.69,-56.69,1,6266.00,126.00,-134.00,4.101,0.161,-0.120,1.5220,0.3130,-0.3050,296.960270,46.034302
2991,9597411,K00424.01,,CANDIDATE,CANDIDATE,1.575631547,8.9000000e-08,-8.9000000e-08,0,,,MCMC,20.99,8.980e+00,-1.610e+00,75.63,,,1578.0,,,1464.43,1868.00,-361.18,1,6202.00,173.00,-188.00,4.537,0.035,-0.311,0.8580,0.3670,-0.0660,295.434780,46.203129
2992,6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,6.098536720,2.8380000e-05,-2.8380000e-05,0,,,MCMC,0.82,1.500e-01,-6.000e-02,87.66,,,927.0,,,174.30,86.85,-36.54,4,5465.00,110.00,-96.00,4.449,0.075,-0.130,0.9250,0.1630,-0.0730,287.698000,42.338718
2993,10934674,K00477.01,Kepler-567 b,CONFIRMED,CANDIDATE,16.542973750,4.1490000e-05,-4.1490000e-05,0,,,MCMC,2.42,7.000e-01,-1.900e-01,89.38,,,611.0,,,32.94,30.15,-7.86,1,5215.00,185.00,-147.00,4.518,0.046,-0.194,0.8670,0.2520,-0.0660,297.672610,48.302311
2994,10990886,K00478.01,Kepler-568 b,CONFIRMED,CANDIDATE,11.023474750,7.6570000e-06,-7.6570000e-06,0,,,MCMC,2.11,2.500e-01,-2.500e-01,89.95,,,418.0,,,7.23,2.33,-1.99,1,3744.00,50.00,-61.00,4.756,0.072,-0.072,0.5000,0.0600,-0.0600,298.105710,48.401150
2995,11015323,K00479.01,Kepler-569 b,CONFIRMED,CANDIDATE,34.188905210,6.0160000e-05,-6.0160000e-05,0,,,MCMC,3.06,1.300e+00,-2.500e-01,89.95,,,544.0,,,20.69,25.91,-5.21,1,5851.00,154.00,-169.00,4.515,0.035,-0.304,0.9180,0.3900,-0.0760,283.507260,48.552601
2996,11134879,K00480.01,Kepler-570 b,CONFIRMED,CANDIDATE,4.301662003,3.1050000e-06,-3.1050000e-06,0,,,MCMC,2.36,9.100e-01,-2.100e-01,89.38,,,1008.0,,,244.48,283.93,-61.40,1,5480.00,166.00,-139.00,4.509,0.050,-0.253,0.8650,0.3330,-0.0770,290.437590,48.791882
2997,11192998,K00481.01,Kepler-166 b,CONFIRMED,CANDIDATE,7.650241916,6.4490000e-06,-6.4490000e-06,0,,,MCMC,2.39,7.300e-01,-1.900e-01,89.95,,,780.0,,,87.56,82.75,-20.46,1,5413.00,173.00,-143.00,4.590,0.032,-0.178,0.7590,0.2350,-0.0580,293.160160,48.881191
2998,8934495,K00524.01,,CANDIDATE,CANDIDATE,4.592390839,3.5690000e-06,-3.5690000e-06,0,,,MCMC,2.57,7.400e-01,-2.000e-01,89.95,,,927.0,,,174.53,152.03,-40.43,1,5361.00,164.00,-142.00,4.580,0.026,-0.185,0.7990,0.2300,-0.0600,283.544160,45.225552
2999,9119458,K00525.01,,CANDIDATE,CANDIDATE,11.530263550,1.6030000e-05,-1.6030000e-05,0,,,MCMC,5.05,1.780e+00,-9.400e-01,87.09,,,873.0,,,137.08,143.75,-55.99,1,5770.00,164.00,-165.00,4.289,0.171,-0.221,1.1520,0.4070,-0.2130,300.907780,45.457870
3000,5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,5.859938722,2.6140000e-06,-2.6140000e-06,0,,,MCMC,2.55,4.000e-02,-4.000e-02,89.95,,,1236.0,,,552.06,37.50,-35.54,1,6169.00,50.00,-50.00,4.236,0.022,-0.022,1.4240,0.0240,-0.0240,288.688690,41.151180
3001,9157634,K00526.01,Kepler-586 b,CONFIRMED,CANDIDATE,2.104722184,9.1700000e-07,-9.1700000e-07,0,,,MCMC,2.96,1.180e+00,-2.300e-01,89.38,,,1367.0,,,824.28,977.85,-212.21,1,5705.00,161.00,-187.00,4.497,0.036,-0.291,0.9760,0.3890,-0.0770,293.057220,45.551189
3003,8565266,K00578.01,Kepler-608 b,CONFIRMED,CANDIDATE,6.412515037,5.4160000e-06,-5.4160000e-06,0,,,MCMC,4.03,1.860e+00,-5.300e-01,84.80,,,1069.0,,,308.76,426.12,-104.98,1,6026.00,164.00,-203.00,4.366,0.096,-0.287,1.1080,0.5120,-0.1440,293.882930,44.638088
3004,8616637,K00579.01,Kepler-190 b,CONFIRMED,CANDIDATE,2.020001021,2.5490000e-06,-2.5490000e-06,0,,,MCMC,1.43,3.500e-01,-1.100e-01,88.81,,,1186.0,,,467.85,359.58,-104.38,1,5239.00,171.00,-135.00,4.585,0.026,-0.159,0.7850,0.1940,-0.0560,288.584050,44.733799
3005,8616637,K00579.02,Kepler-190 c,CONFIRMED,CANDIDATE,3.763042361,5.8220000e-06,-5.8220000e-06,0,,,MCMC,1.46,3.600e-01,-1.000e-01,89.95,,,964.0,,,204.26,156.99,-45.57,2,5239.00,171.00,-135.00,4.585,0.026,-0.159,0.7850,0.1940,-0.0560,288.584050,44.733799
3006,8625925,K00580.01,Kepler-609 b,CONFIRMED,CANDIDATE,6.521210666,8.6410000e-06,-8.6410000e-06,0,,,MCMC,2.60,8.500e-01,-2.100e-01,88.24,,,932.0,,,178.27,169.83,-43.92,1,5822.00,154.00,-166.00,4.529,0.030,-0.246,0.8980,0.2930,-0.0720,292.220310,44.700031
3007,8822216,K00581.01,Kepler-610 b,CONFIRMED,CANDIDATE,6.996926554,5.5860000e-06,-5.5860000e-06,0,,,MCMC,3.28,1.100e+00,-2.500e-01,89.95,,,888.0,,,147.07,143.21,-35.22,1,5713.00,153.00,-159.00,4.541,0.026,-0.257,0.8930,0.2970,-0.0690,293.171330,45.065601
3008,9967884,K00425.01,,CANDIDATE,CANDIDATE,5.428344716,4.9400000e-07,-4.9400000e-07,0,,,MCMC,14.48,6.290e+00,-1.240e+00,86.52,,,1033.0,,,269.19,349.09,-74.49,1,5936.00,166.00,-210.00,4.501,0.037,-0.310,0.9650,0.4190,-0.0830,297.974240,46.804562
3009,10016874,K00426.01,,CANDIDATE,CANDIDATE,16.301392650,2.6960000e-05,-2.6960000e-05,0,,,MCMC,3.64,1.590e+00,-5.400e-01,88.24,,,805.0,,,99.08,127.03,-36.16,1,6072.00,160.00,-198.00,4.328,0.124,-0.266,1.1380,0.4940,-0.1690,294.022980,46.999550
3010,10189546,K00427.01,,CANDIDATE,CANDIDATE,24.614820730,3.0470000e-05,-3.0470000e-05,0,,,MCMC,3.65,1.450e+00,-3.600e-01,89.95,,,565.0,,,24.01,29.04,-6.41,1,5467.00,172.00,-137.00,4.496,0.063,-0.254,0.8560,0.3400,-0.0850,283.022800,47.261131
3011,10189546,K00427.02,Kepler-549 b,CONFIRMED,CANDIDATE,42.949564900,1.5430000e-04,-1.5430000e-04,0,,,MCMC,2.66,1.060e+00,-2.600e-01,89.95,,,469.0,,,11.43,13.82,-3.05,2,5467.00,172.00,-137.00,4.496,0.063,-0.254,0.8560,0.3400,-0.0850,283.022800,47.261131
3012,10189546,K00427.03,Kepler-549 c,CONFIRMED,CANDIDATE,117.040498000,1.7770000e-03,-1.7770000e-03,0,,,MCMC,2.99,1.190e+00,-2.900e-01,88.81,,,336.0,,,3.00,3.64,-0.80,3,5467.00,172.00,-137.00,4.496,0.063,-0.254,0.8560,0.3400,-0.0850,283.022800,47.261131
3013,11192998,K00481.02,Kepler-166 d,CONFIRMED,CANDIDATE,1.554003928,1.4350000e-06,-1.4350000e-06,0,,,MCMC,1.58,4.800e-01,-1.200e-01,88.81,,,1326.0,,,731.43,691.27,-170.88,2,5413.00,173.00,-143.00,4.590,0.032,-0.178,0.7590,0.2350,-0.0580,293.160160,48.881191
3014,11192998,K00481.03,Kepler-166 c,CONFIRMED,CANDIDATE,34.259513720,7.2790000e-05,-7.2790000e-05,0,,,MCMC,2.49,7.700e-01,-1.900e-01,89.95,,,473.0,,,11.87,11.22,-2.77,3,5413.00,173.00,-143.00,4.590,0.032,-0.178,0.7590,0.2350,-0.0580,293.160160,48.881191
3017,11497977,K00483.01,Kepler-571 b,CONFIRMED,CANDIDATE,4.798599388,5.4030000e-06,-5.4030000e-06,0,,,MCMC,2.49,9.600e-01,-1.900e-01,88.24,,,980.0,,,217.77,250.20,-50.50,1,5632.00,159.00,-148.00,4.553,0.027,-0.270,0.8460,0.3270,-0.0640,286.551030,49.418739
3018,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,9.576664980,1.1080000e-05,-1.1080000e-05,0,,,MCMC,2.83,1.010e+00,-4.900e-01,89.95,,,881.0,,,142.50,150.78,-54.19,1,5675.00,160.00,-139.00,4.338,0.161,-0.231,1.0420,0.3720,-0.1800,287.101100,46.896481
3019,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,96.678192600,2.8020000e-04,-2.8020000e-04,0,,,MCMC,3.43,1.220e+00,-6.000e-01,89.95,,,408.0,,,6.54,6.92,-2.49,2,5675.00,160.00,-139.00,4.338,0.161,-0.231,1.0420,0.3720,-0.1800,287.101100,46.896481
3020,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,20.552807930,3.5130000e-05,-3.5130000e-05,0,,,MCMC,2.94,1.040e+00,-5.100e-01,89.38,,,683.0,,,51.50,54.48,-19.59,3,5675.00,160.00,-139.00,4.338,0.161,-0.231,1.0420,0.3720,-0.1800,287.101100,46.896481
3022,10266615,K00530.01,Kepler-587 b,CONFIRMED,CANDIDATE,10.940278410,2.9490000e-05,-2.9490000e-05,0,,,MCMC,2.16,7.600e-01,-1.700e-01,89.38,,,767.0,,,81.96,84.51,-19.69,1,5757.00,151.00,-163.00,4.544,0.027,-0.260,0.8720,0.3080,-0.0670,288.670680,47.399139
3023,10395543,K00531.01,,CANDIDATE,CANDIDATE,3.687469456,3.8600000e-07,-3.8600000e-07,0,,,MCMC,5.69,6.600e-01,-6.600e-01,86.52,,,689.0,,,53.38,18.77,-18.29,1,4030.00,82.00,-169.00,4.674,0.076,-0.076,0.6000,0.0700,-0.0700,287.691190,47.546902
3024,8822216,K00581.02,Kepler-610 c,CONFIRMED,CANDIDATE,151.863920000,1.1180000e-03,-1.1180000e-03,0,,,MCMC,2.63,8.700e-01,-2.000e-01,89.95,,,318.0,,,2.43,2.37,-0.58,2,5713.00,153.00,-159.00,4.541,0.026,-0.257,0.8930,0.2970,-0.0690,293.171330,45.065601
3025,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,5.945041017,7.6300000e-06,-7.6300000e-06,0,,,MCMC,2.26,6.000e-01,-1.600e-01,89.95,,,832.0,,,113.11,93.05,-25.17,1,5275.00,176.00,-139.00,4.590,0.024,-0.173,0.7870,0.2080,-0.0550,291.183380,45.323170
3026,7941200,K00092.01,,CANDIDATE,CANDIDATE,65.704600020,8.8160000e-05,-8.8160000e-05,0,,,MCMC,2.57,4.600e-01,-1.200e-01,89.95,,,454.0,,,10.02,4.94,-1.71,1,5952.00,107.00,-126.00,4.489,0.026,-0.145,0.9710,0.1740,-0.0480,283.374820,43.788219
3027,9020160,K00582.02,Kepler-191 c,CONFIRMED,CANDIDATE,17.738520540,6.5770000e-05,-6.5770000e-05,0,,,MCMC,2.11,5.600e-01,-1.500e-01,88.81,,,578.0,,,26.36,21.69,-5.87,2,5275.00,176.00,-139.00,4.590,0.024,-0.173,0.7870,0.2080,-0.0550,291.183380,45.323170
3028,9020160,K00582.03,Kepler-191 b,CONFIRMED,CANDIDATE,9.939678570,5.3630000e-05,-5.3630000e-05,0,,,MCMC,1.34,3.500e-01,-9.000e-02,89.38,,,701.0,,,57.10,46.97,-12.71,3,5275.00,176.00,-139.00,4.590,0.024,-0.173,0.7870,0.2080,-0.0550,291.183380,45.323170
3029,10418224,K00428.01,Kepler-40 b,CONFIRMED,CANDIDATE,6.873165232,2.0450000e-06,-2.0450000e-06,0,,,MCMC,13.80,1.030e+00,-1.160e+00,89.38,,,1482.0,,,1140.56,271.22,-267.33,1,6490.00,113.00,-147.00,3.942,0.048,-0.056,2.1790,0.1630,-0.1830,296.813690,47.526611
3030,10616679,K00429.01,Kepler-550 b,CONFIRMED,CANDIDATE,8.600104109,4.2500000e-06,-4.2500000e-06,0,,,MCMC,4.28,1.470e+00,-4.600e-01,89.95,,,760.0,,,78.72,83.32,-22.39,1,5246.00,174.00,-137.00,4.501,0.082,-0.362,0.8050,0.2770,-0.0870,297.700230,47.863750
3031,10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,12.376466100,1.2980000e-05,-1.2980000e-05,0,,,MCMC,2.11,2.600e-01,-2.600e-01,88.81,,,401.0,,,6.12,2.45,-1.72,1,3797.00,98.00,-58.00,4.783,0.075,-0.075,0.4800,0.0600,-0.0600,285.485050,48.054321
3032,10717241,K00430.02,,CANDIDATE,CANDIDATE,9.340526900,8.4170000e-05,-8.4170000e-05,0,,,MCMC,0.71,9.000e-02,-9.000e-02,89.38,,,440.0,,,8.90,3.57,-2.49,2,3797.00,98.00,-58.00,4.783,0.075,-0.075,0.4800,0.0600,-0.0600,285.485050,48.054321
3033,10843590,K00431.01,Kepler-153 b,CONFIRMED,CANDIDATE,18.870215660,2.7570000e-05,-2.7570000e-05,0,,,MCMC,2.87,1.400e+00,-3.700e-01,89.95,,,621.0,,,35.13,53.66,-11.17,1,5402.00,184.00,-144.00,4.452,0.108,-0.333,0.8650,0.4210,-0.1110,282.460510,48.257118
3034,6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,19.577628600,1.2400000e-04,-1.2400000e-04,0,,,MCMC,0.99,1.800e-01,-8.000e-02,89.38,,,628.0,,,36.82,18.35,-7.72,5,5465.00,110.00,-96.00,4.449,0.075,-0.130,0.9250,0.1630,-0.0730,287.698000,42.338718
3035,12061222,K00484.01,Kepler-572 b,CONFIRMED,CANDIDATE,17.205234830,2.2220000e-05,-2.2220000e-05,0,,,MCMC,2.29,4.200e-01,-1.600e-01,89.95,,,553.0,,,22.18,12.95,-4.79,1,5208.00,160.00,-132.00,4.641,0.028,-0.111,0.6930,0.1280,-0.0470,291.221100,50.581299
3037,12404305,K00486.01,Kepler-573 b,CONFIRMED,CANDIDATE,22.183296580,4.5930000e-05,-4.5930000e-05,0,,,MCMC,2.06,6.300e-01,-1.200e-01,89.95,,,583.0,,,27.32,24.30,-5.44,1,5843.00,155.00,-148.00,4.614,0.024,-0.197,0.7420,0.2260,-0.0430,289.521150,51.237309
3038,12834874,K00487.01,Kepler-574 b,CONFIRMED,CANDIDATE,7.658804140,1.3460000e-05,-1.3460000e-05,0,,,MCMC,2.25,9.600e-01,-2.200e-01,89.95,,,858.0,,,128.18,163.39,-33.27,1,5657.00,159.00,-138.00,4.508,0.054,-0.276,0.8550,0.3650,-0.0820,290.247040,52.149132
3039,2557816,K00488.01,Kepler-575 b,CONFIRMED,CANDIDATE,9.378919440,2.3710000e-05,-2.3710000e-05,0,,,MCMC,2.03,9.700e-01,-2.300e-01,88.24,,,803.0,,,98.22,145.41,-28.77,1,5684.00,184.00,-147.00,4.493,0.093,-0.303,0.8080,0.3860,-0.0920,286.963900,37.829708
3040,10454313,K00532.01,Kepler-588 b,CONFIRMED,CANDIDATE,4.221625357,4.7480000e-06,-4.7480000e-06,0,,,MCMC,2.59,1.050e+00,-2.400e-01,89.95,,,1177.0,,,453.20,532.12,-124.40,1,6123.00,149.00,-192.00,4.472,0.046,-0.288,0.9870,0.4000,-0.0910,284.257200,47.688950
3041,10513530,K00533.01,Kepler-589 b,CONFIRMED,CANDIDATE,16.549649340,4.5710000e-05,-4.5710000e-05,0,,,MCMC,2.52,1.000e+00,-3.100e-01,89.95,,,656.0,,,43.72,53.32,-13.32,1,5372.00,177.00,-139.00,4.434,0.106,-0.266,0.9160,0.3630,-0.1110,280.641360,47.751942
3042,5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,2.154909039,1.8410000e-06,-1.8410000e-06,0,,,MCMC,1.50,3.000e-02,-2.000e-02,80.79,,,1726.0,,,2097.40,142.46,-135.04,2,6169.00,50.00,-50.00,4.236,0.022,-0.022,1.4240,0.0240,-0.0240,288.688690,41.151180
