rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_rvamp,pl_eqt,pl_insol,pl_bmassprov,pl_bmassj,pl_bmasse,pl_dens,pl_radj,pl_rade,pl_rads,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_radv,st_sp,st_spstr,st_age
32,61 Vir,c,Radial Velocity,3,38.021,0.2175,0.14,,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,5577,0.94,0.96,14/5/14,61 Vir c,3.62,,,Msini,0.057,18.2,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.3,-8.2,4.5,G5 V,8.96
33,61 Vir,d,Radial Velocity,3,123.01,0.476,0.35,,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,5577,0.94,0.96,14/5/14,61 Vir d,3.25,,,Msini,0.072,22.9,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.3,-8.2,4.5,G5 V,8.96
34,7 CMa,b,Radial Velocity,1,796,1.93,0.22,,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.84,4792,1.52,2.3,15/10/22,7 CMa b,41.8,,,Msini,2.46,781.8618,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151004343W target=ref>Wittenmyer et al. 2015</a>,2011,<a href=http://adsabs.harvard.edu/abs/2011arXiv1111.1007W target=ref> Wittenmyer et al. 2011 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,6.61139933,228.688399,-11.796021,101.741914,-42.322075,50.41,,5.1,K1 III,
35,70 Vir,b,Radial Velocity,1,116.6926,0.481,0.399,,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,18.11,5439,1.09,1.94,15/4/24,70 Vir b,315.7,,,Msini,7.4,2351.942,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...806...60K target=ref>Kane et al. 2015</a>,1996,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1996ApJ...464L.147M target=ref> Marcy & Butler 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,13.47383626,337.665279,74.100664,194.970818,21.340775,55.22,4.6,4.4,G4 V,7.77
36,75 Cet,b,Radial Velocity,1,691.9,2.1,0.117,,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,81.5,4846,2.49,10.5,15/9/3,75 Cet b,38.3,,,Msini,3,953.49,,,,,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,2.53595022,169.944194,-54.44159,35.325385,-15.1675,12.27,,4.3,G3 III,
37,8 UMi,b,Radial Velocity,1,93.4,0.49,0.06,,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.1,4847.4,1.8,9.9,15/10/15,8 UMi b,46.1,,,Msini,1.5,476.745,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv150909012L target=ref>Lee et al. 2015</a>,2015,<a href=http://adsabs.harvard.edu/abs/2015arXiv150909012L target=ref>Lee et al. 2015</a>,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,14.94676514,112.794978,39.66113,130.659106,73.344908,6.25,,5,K0,1.7
38,81 Cet,b,Radial Velocity,1,952.7,2.5,0.206,,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,97.18,4785,2.4,11,14/5/14,81 Cet b,62.8,,,Msini,5.3,1684.4,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,2.62827784,174.486548,-55.24993,35.893927,-17.849554,10.29,,4.5,G5 III,
39,91 Aqr,b,Radial Velocity,1,181.4,0.7,0.027,,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,45.52,4665,1.4,11,14/5/14,91 Aqr b,91.5,,,Msini,3.2,1017,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...555A..87M target=ref> Mitchell et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...555A..87M target=ref> Mitchell et al. 2013 </a>,Ground,Lick Observatory,0.6 m Coude Auxiliary Telescope,Hamilton Echelle Spectrograph,23.26486003,67.071988,-61.112023,346.308642,-4.001592,21.97,-25.75,5,K0 III,3.56
40,AB Pic,b,Imaging,1,,260,,,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,45.52,,,,14/5/14,AB Pic b,,,,Mass,13.5,4290.5,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...438L..29C target=ref> Chauvin et al. 2005 </a>,2005,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...438L..29C target=ref> Chauvin et al. 2005 </a>,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,6.3202535,266.943713,-26.930799,106.859385,-81.211862,21.97,22.2,5.2,K2 V,0.03
41,BD+14 4559,b,Radial Velocity,1,268.94,0.777,0.29,,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,5008,0.86,0.95,14/5/14,BD+14 4559 b,55.21,,,Msini,1.47,467.19,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,21.22666423,64.417655,-22.630868,325.97532,29.216882,19.99,,5.2,K2 V,
42,BD+15 2375,b,Radial Velocity,1,153.22,0.576,0.001,,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774,4649,1.08,8.95,16/2/4,BD+15 2375 b,38.3,,,Msini,1.061,337.21763,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160106832N target=ref>Niedzielski et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160106832N target=ref>Niedzielski et al. 2016</a>,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,11.76547827,249.002386,70.272589,170.891143,11.999643,,-9.65,,,7.41
43,BD+15 2940,b,Radial Velocity,1,137.48,0.539,0.26,,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,175.44,4796,1.1,14.7,14/5/14,BD+15 2940 b,42.7,,,Msini,1.11,352.78,,,,,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770...53N target=ref> Nowak et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770...53N target=ref> Nowak et al. 2013 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,16.00637105,28.104434,44.780297,233.93879,35.317753,1.71,,5,K0,7.1
44,BD+20 1790,b,Radial Velocity,1,7.78287,0.066,0.22,,0,0,0,07h23m43.59s,110.931612,+20d24m58.8s,20.416334,25.4,4410,0.63,0.71,15/3/26,BD+20 1790 b,905,,,Msini,6.37,2020,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..66H target=ref>Hern&aacute;n-Obispo et al. 2015</a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A&A...512A..45H target=ref> Hernan-Obispo et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,7.3954408,197.826795,16.032815,109.569147,-1.612215,,8.22,5.5,K5 V,0.058
45,BD+20 2457,b,Radial Velocity,2,379.63,1.45,0.15,,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,,4137,2.8,49,14/5/14,BD+20 2457 b,322.35,,,Msini,21.42,6807.63,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,10.27912733,216.044637,53.952466,148.88207,8.585762,5,,5.2,K2 II,
46,BD+20 2457,c,Radial Velocity,2,621.99,2.01,0.18,,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,,4137,2.8,49,14/5/14,BD+20 2457 c,160.03,,,Msini,12.47,3963.17,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,10.27912733,216.044637,53.952466,148.88207,8.585762,5,,5.2,K2 II,
47,BD+20 274,b,Radial Velocity,1,578.2,1.3,0.21,,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,,4296,0.8,17.3,15/9/18,BD+20 274 b,121.4,,,Msini,4.2,1334.886,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...756...53G target=ref> Gettel et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012ApJ...756...53G target=ref> Gettel et al. 2012 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,1.7280216,138.974211,-40.233372,31.621666,9.587493,,,5.5,K5 III,
48,BD+20 594,b,Transit,1,41.6855,0.241,0,89.55,0,0,1,03h34m36.23s,53.650966,+20d35m57.2s,20.599232,152.1,5766,0.96,0.93,16/7/28,BD+20 594 b,3.1,546,,Mass,0.05129,16.3,7.89,0.199,2.23,0.02,<a href=http://adsabs.harvard.edu/abs/2016arXiv160107608E target=ref>Espinoza et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016arXiv160107608E target=ref>Espinoza et al. 2016</a>,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.57673107,166.796349,-28.053358,56.292498,1.31232,,-20.34,4,G,3.34
49,BD+48 738,b,Radial Velocity,1,392.6,1,0.2,,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,,4414,0.74,11,15/8/13,BD+48 738 b,31.9,,,Msini,0.91,289.2253,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2.71401493,140.808446,-9.378616,54.573323,32.030243,,,5,K0 III,
50,BD+49 828,b,Radial Velocity,1,2590,4.2,0.35,,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,,4943,1.52,7.6,15/2/5,BD+49 828 b,18.8,,,Msini,1.6,508.5,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>,2015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3.04270193,143.61786,-7.801619,58.151801,31.078591,,,5,K0,2.34
51,BD-06 1339,b,Radial Velocity,2,3.8728,0.0428,0,,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,4324,0.7,,14/5/14,BD-06 1339 b,4.4,,,Msini,0.027,8.5,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.88341217,211.656623,-15.715292,88.003116,-29.422014,49.74,23.62,5.85,K7/M0 V,4.4
52,BD-06 1339,c,Radial Velocity,2,125.94,0.435,0.31,,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,4324,0.7,,14/5/14,BD-06 1339 c,9.1,,,Msini,0.17,53,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.88341217,211.656623,-15.715292,88.003116,-29.422014,49.74,23.62,5.85,K7/M0 V,4.4
53,BD-08 2823,b,Radial Velocity,2,5.6,0.056,0.15,,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,4746,0.74,,14/5/14,BD-08 2823 b,6.5,,,Msini,0.045,14.4,,,,,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,10.01325582,248.496598,34.756008,155.837804,-20.283333,23.76,53.34,5.3,K3 V,4.5
54,BD-08 2823,c,Radial Velocity,2,237.6,0.68,0.19,,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,4746,0.74,,14/5/14,BD-08 2823 c,13.4,,,Msini,0.33,104,,,,,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,10.01325582,248.496598,34.756008,155.837804,-20.283333,23.76,53.34,5.3,K3 V,4.5
55,BD-10 3166,b,Radial Velocity,1,3.48777,0.0452,0.019,,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80,5393,1.01,,14/8/27,BD-10 3166 b,60.9,,,Msini,0.458,145.56,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,2000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000ApJ...545..504B target=ref> Butler et al. 2000 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,10.97466687,263.285621,43.238484,170.135211,-15.967545,,26.4,5,K0 V,
56,BD-11 4672,b,Radial Velocity,1,1667,2.28,0.05,,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,4475,0.57,0.52,15/1/8,BD-11 4672 b,13.4,,,Msini,0.53,168.44,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,18.55800985,20.544276,-1.360142,278.367865,11.56045,36.65,-87.3,5.7,K7 V,4.4
57,BD-13 2130,b,Radial Velocity,1,714.3,2.1,0.21,,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766,,2.4,,15/5/14,BD-13 2130 b,137.6,,,Msini,10.6,3368.998,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...472..657L target=ref> Lovis & Mayor 2007 </a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...472..657L target=ref> Lovis & Mayor 2007 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,7.61923053,230.520556,3.531328,119.140645,-34.921187,,18.31,4.5,G5 IV/V,0.74
58,BD-17 63,b,Radial Velocity,1,655.6,1.34,0.54,,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,4714,0.74,0.69,14/5/14,BD-17 63 b,173.3,,,Msini,5.1,1620.9,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0.47619613,95.83866,-77.878025,359.903057,-17.689941,26.64,,5.5,K5 V,4.3
59,CFBDSIR J145829+101343,b,Imaging,1,10037.5,2.6,,,0,0,0,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,580.5,0.02,,14/5/14,CFBDSIR J145829+101343 b,,370,,Mass,10.5,3337.1,,,,,<a href=http://adsabs.harvard.edu/abs/2011ApJ...740..108L target=ref> Liu et al. 2011 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2011ApJ...740..108L target=ref> Liu et al. 2011 </a>,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,14.97472222,9.594193,55.655091,218.819332,25.969066,43.3,,,,
60,CHXR 73,b,Imaging,1,,210,,,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,,,0.35,,14/5/14,CHXR 73 b,,,,Mass,12.569,3994.486,,,,,<a href=http://adsabs.harvard.edu/abs/2006ApJ...649..894L target=ref> Luhman et al. 2006 </a>,2006,<a href=http://adsabs.harvard.edu/abs/2006ApJ...649..894L target=ref> Luhman et al. 2006 </a>,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,11.10799287,297.277725,-15.921642,238.71138,-66.332993,,,6.35,M3.5,0.002
61,CT Cha,b,Imaging,1,,440,,,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165,,,,14/5/14,CT Cha b,,2600,,Mass,17,5403,,2.2,24.66,0.226,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...491..311S target=ref> Schmidt et al. 2008 </a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...491..311S target=ref> Schmidt et al. 2008 </a>,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,11.0691918,296.653702,-14.909141,235.834353,-66.126704,,,,,0.002
62,CoRoT-1,b,Transit,1,1.5089557,,0,85.1,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,,5950,0.95,1.11,14/5/14,CoRoT-1 b,188,1898,,Mass,1.03,327.35,0.38,1.49,16.7,0.153,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...482L..17B target=ref> Barge et al. 2008 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...482L..17B target=ref> Barge et al. 2008 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.80532567,215.338871,-2.107038,103.441849,-25.979515,,23.35,4,G0 V,
63,CoRoT-10,b,Transit,1,13.2406,0.1055,0.53,88.55,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345,5075,0.89,0.79,14/5/14,CoRoT-10 b,301,600,,Mass,2.75,874,3.7,0.97,10.87,0.1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...520A..65B target=ref> Bonomo et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/abs/2010A%26A...520A..65B target=ref> Bonomo et al. 2010 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,19.4042472,37.36077,-6.952866,292.896039,22.526734,,15.33,5.1,K1 V,3
64,CoRoT-11,b,Transit,1,2.99433,0.0436,0,83.17,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560,6440,1.27,1.37,14/5/14,CoRoT-11 b,280,1657,,Mass,2.33,740.51,0.99,1.43,16.03,0.147,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...524A..55G target=ref> Gandolfi et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...524A..55G target=ref> Gandolfi et al. 2010 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,18.7124842,37.240052,4.630184,282.166083,28.926737,,,3.6,F6 V,2
65,CoRoT-12,b,Transit,1,2.828042,0.04016,0.07,85.48,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150,5675,1.08,1.12,14/5/14,CoRoT-12 b,125.5,1442,,Mass,0.917,291.438,0.411,1.44,16.14,0.148,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...520A..97G target=ref> Gillon et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...520A..97G target=ref> Gillon et al. 2010 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.7177118,213.131579,-2.454352,101.823072,-24.29496,,,,,6.3
66,CoRoT-13,b,Transit,1,4.03519,0.051,0,88.02,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060,5945,1.09,1.01,14/5/14,CoRoT-13 b,157.8,1700,,Mass,1.308,415.704,2.34,0.885,9.92,0.091,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...522A.110C target=ref> Cabrera et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...522A.110C target=ref> Cabrera et al. 2010 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.8480758,217.398629,-2.439602,104.369342,-27.893388,,22.45,4,G0 V,1.635
67,CoRoT-14,b,Transit,1,1.51214,0.027,0,79.6,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340,6035,1.13,1.21,14/5/14,CoRoT-14 b,1230,1952,,Mass,7.6,2415.4,7.3,1.09,12.22,0.112,<a href=http://adsabs.harvard.edu/abs/2011A%26A...528A..97T target=ref> Tingley et al. 2011 </a>,2010,<a href=http://adsabs.harvard.edu/abs/2011A%26A...528A..97T target=ref> Tingley et al. 2011 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.8949474,218.117909,-2.02052,105.210636,-28.269246,,,3.9,F9 V,4.2
68,CoRoT-16,b,Transit,1,5.35227,0.0618,0.33,85.01,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840,5650,1.1,1.19,14/5/14,CoRoT-16 b,61.96,,,Mass,0.535,170.032,0.44,1.17,13.11,0.12,<a href=http://adsabs.harvard.edu/abs/2012A%26A...541A.149O target=ref> Ollivier et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012A%26A...541A.149O target=ref> Ollivier et al. 2012 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,18.56831273,25.61429,1.101176,278.876385,17.174411,,,4.5,G5 V,6.73
69,CoRoT-17,b,Transit,1,3.7681,0.0461,0,88.34,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920,5740,1.04,1.59,14/5/14,CoRoT-17 b,312.4,1626,,Mass,2.43,772.29,2.82,1.02,11.43,0.105,<a href=http://adsabs.harvard.edu/abs/2011A%26A...531A..41C target=ref> Csizmadia et al. 2011 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2011A%26A...531A..41C target=ref> Csizmadia et al. 2011 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,18.57995027,25.152987,0.666416,279.017688,16.555154,,54.77,4.2,G2 V,10.7
70,CoRoT-18,b,Transit,1,1.9000693,0.0295,0.08,86.5,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,5440,0.95,1,14/5/14,CoRoT-18 b,590,1550,,Mass,3.47,1102.82,2.2,1.31,14.68,0.135,<a href=http://adsabs.harvard.edu/abs/2011A%26A...533A.130H target=ref> Hebrard et al. 2011 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2011A%26A...533A.130H target=ref> Hebrard et al. 2011 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.54482733,210.819116,-4.184836,98.898264,-23.218794,,29.55,4.9,G9 V,
71,CoRoT-19,b,Transit,1,3.89713,0.0518,0.047,88,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770,6090,1.21,1.65,14/5/14,CoRoT-19 b,126,2000,,Mass,1.11,352.78,0.71,1.29,14.46,0.133,<a href=http://adsabs.harvard.edu/abs/2012A%26A...537A.136G target=ref> Guenther et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012A%26A...537A.136G target=ref> Guenther et al. 2012 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.46890547,210.420555,-5.261174,97.668836,-23.422926,,24.16,3.9,F9 V,5
72,CoRoT-2,b,Transit,1,1.7429935,0.02798,0.0143,88.08,0,0,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,5625,0.96,0.91,14/5/14,CoRoT-2 b,603,,,Mass,3.47,1102.82,1.47,1.466,16.432,0.151,<a href=http://adsabs.harvard.edu/abs/2010A&A...511A...3G target=ref> Gillon et al. 2010 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...482L..21A target=ref> Alonso et al. 2008 </a>,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,19.45180373,38.262664,-7.29091,293.768937,23.043958,,23.25,,,2.7
